	Ranking	Artist	Title	Played
0	1	Drake	God's Plan	0
1	2	Ed Sheeran	Perfect	0
2	3	Bebe Rexha featuring Florida Georgia Line	Meant to Be	0
3	4	Camila Cabello featuring Young Thug	Havana	0
4	5	Post Malone featuring 21 Savage	Rockstar	0
5	6	Post Malone featuring Ty Dolla Sign	Psycho	0
6	7	Cardi B, Bad Bunny and J Balvin	I Like It	0
7	8	Zedd, Maren Morris and Grey	The Middle	0
8	9	Drake	In My Feelings	0
9	10	Maroon 5 featuring Cardi B	Girls Like You	0
10	11	Drake	Nice for What	0
11	12	Juice Wrld	Lucid Dreams	0
12	13	Post Malone	Better Now	0
13	14	Bruno Mars featuring Cardi B	Finesse	0
14	15	Ella Mai	Boo'd Up	0
15	16	Dua Lipa	New Rules	0
16	17	XXXTentacion	Sad!	0
17	18	Camila Cabello	Never Be the Same	0
18	19	Khalid and Normani	Love Lies	0
19	20	Ariana Grande	No Tears Left to Cry	0
20	21	Bazzi	Mine	0
21	22	Imagine Dragons	Thunder	0
22	23	BlocBoy JB featuring Drake	Look Alive	0
23	24	Taylor Swift	Delicate	0
24	25	Lil Baby and Drake	Yes Indeed	0
25	26	Marshmello and Anne-Marie	Friends	0
26	27	Halsey	Bad at Love	0
27	28	Tyga featuring Offset	Taste	0
28	29	NF	Let You Down	0
29	30	G-Eazy featuring ASAP Rocky and Cardi B	No Limit	0
30	31	6ix9ine featuring Nicki Minaj and Murda Beatz	Fefe	0
31	32	Dan + Shay	Tequila	0
32	33	Portugal. The Man	Feel It Still	0
33	34	Migos, Nicki Minaj and Cardi B	MotorSport	0
34	35	Lauv	I Like Me Better	0
35	36	5 Seconds of Summer	Youngblood	0
36	37	Imagine Dragons	Whatever It Takes	0
37	38	Offset and Metro Boomin	Ric Flair Drip	0
38	39	Post Malone	I Fall Apart	0
39	40	The Weeknd and Kendrick Lamar	Pray for Me	0
40	41	Selena Gomez	Back to You	0
41	42	Travis Scott	Sicko Mode	0
42	43	Migos featuring Drake	Walk It Talk It	0
43	44	Lil Pump	Gucci Gang	0
44	45	G-Eazy and Halsey	Him & I	0
45	46	Shawn Mendes	In My Blood	0
46	47	Kendrick Lamar and SZA	All the Stars	0
47	48	Migos	Stir Fry	0
48	49	Sam Smith	Too Good at Goodbyes	0
49	50	Kendrick Lamar featuring Zacari	Love	0
50	51	Childish Gambino	This Is America	0
51	52	Drake	Nonstop	0
52	53	Kane Brown	Heaven	0
53	54	Cardi B	Bodak Yellow	0
54	55	Lil Dicky featuring Chris Brown	Freaky Friday	0
55	56	6ix9ine	Gummo	0
56	57	Rich the Kid	Plug Walk	0
57	58	Maroon 5	Wait	0
58	59	Cardi B	Be Careful	0
59	60	Selena Gomez and Marshmello	Wolves	0
60	61	Cardi B featuring 21 Savage	Bartier Cardi	0
61	62	Ariana Grande	God Is a Woman	0
62	63	YG featuring 2 Chainz, Nicki Minaj and Big Sean	Big Bank	0
63	64	Demi Lovato	Sorry Not Sorry	0
64	65	Charlie Puth	How Long	0
65	66	Max featuring Gnash	Lights Down Low	0
66	67	Khalid	Young Dumb & Broke	0
67	68	Calvin Harris and Dua Lipa	One Kiss	0
68	69	Imagine Dragons	Natural	0
69	70	Jason Aldean	You Make It Easy	0
70	71	Ed Sheeran	Shape of You	0
71	72	Gucci Mane featuring Migos	I Get the Bag	0
72	73	DJ Khaled featuring Justin Bieber, Chance the Rapper and Quavo	No Brainer	0
73	74	ASAP Ferg featuring Nicki Minaj	Plain Jane	0
74	75	Miguel featuring Travis Scott	Sky Walker	0
75	76	Thomas Rhett	Marry Me	0
76	77	Benny Blanco, Halsey and Khalid	Eastside	0
77	78	The Weeknd	Call Out My Name	0
78	79	Jay Rock, Kendrick Lamar, Future and James Blake	King's Dead	0
79	80	Marshmello and Bastille	Happier	0
80	81	Nio García, Darell and Casper Mágico featuring Bad Bunny, Nicky Jam and Ozuna	Te Boté	0
81	82	Florida Georgia Line	Simple	0
82	83	N.E.R.D and Rihanna	Lemon	0
83	84	Logic featuring Alessia Cara and Khalid	1-800-273-8255	0
84	85	Justin Timberlake featuring Chris Stapleton	Say Something	0
85	86	Drake	I'm Upset	0
86	87	Kenny Chesney	Get Along	0
87	88	XXXTentacion	Moonlight	0
88	89	Maroon 5 featuring SZA	What Lovers Do	0
89	90	Nicky Jam and J Balvin	X	0
90	91	YoungBoy Never Broke Again	Outside Today	0
91	92	Ella Mai	Trip	0
92	93	Daddy Yankee	Dura	0
93	94	XXXTentacion	Changes	0
94	95	Brett Young	Mercy	0
95	96	Luke Combs	One Number Away	0
96	97	Rae Sremmurd featuring Juicy J	Powerglide	0
97	98	Dua Lipa	IDGAF	0
98	99	J Balvin and Willy William featuring Beyoncé	Mi Gente	0
99	100	Imagine Dragons	Believer	0
