	Ranking	Artist	Title	Played
0	1	Ed Sheeran	Shape of You	0
1	2	Luis Fonsi and Daddy Yankee featuring Justin Bieber	Despacito (Remix)	0
2	3	Bruno Mars	That's What I Like	0
3	4	Kendrick Lamar	Humble	0
4	5	The Chainsmokers and Coldplay	Something Just Like This	0
5	6	Migos featuring Lil Uzi Vert	Bad and Boujee	0
6	7	The Chainsmokers featuring Halsey	Closer	0
7	8	Sam Hunt	Body Like a Back Road	0
8	9	Imagine Dragons	Believer	0
9	10	Post Malone featuring Quavo	Congratulations	0
10	11	James Arthur	Say You Won't Let Go	0
11	12	DJ Khaled featuring Justin Bieber, Quavo, Chance the Rapper and Lil Wayne	I'm the One	0
12	13	Lil Uzi Vert	XO Tour Llif3	0
13	14	Future	Mask Off	0
14	15	French Montana featuring Swae Lee	Unforgettable	0
15	16	Bruno Mars	24K Magic	0
16	17	Zedd and Alessia Cara	Stay	0
17	18	DJ Khaled featuring Rihanna and Bryson Tiller	Wild Thoughts	0
18	19	Rae Sremmurd featuring Gucci Mane	Black Beatles	0
19	20	The Weeknd featuring Daft Punk	Starboy	0
20	21	Khalid	Location	0
21	22	Charlie Puth	Attention	0
22	23	Shawn Mendes	There's Nothing Holdin' Me Back	0
23	24	Cardi B	Bodak Yellow	0
24	25	Childish Gambino	Redbone	0
25	26	Zayn and Taylor Swift	I Don't Wanna Live Forever	0
26	27	Kygo and Selena Gomez	It Ain't Me	0
27	28	Kyle featuring Lil Yachty	iSpy	0
28	29	Julia Michaels	Issues	0
29	30	Alessia Cara	Scars to Your Beautiful	0
30	31	Logic featuring Alessia Cara and Khalid	1-800-273-8255	0
31	32	Niall Horan	Slow Hands	0
32	33	Rihanna	Love on the Brain	0
33	34	The Weeknd featuring Daft Punk	I Feel It Coming	0
34	35	Big Sean	Bounce Back	0
35	36	Liam Payne featuring Quavo	Strip That Down	0
36	37	Drake	Fake Love	0
37	38	Maroon 5 featuring Kendrick Lamar	Don't Wanna Know	0
38	39	Taylor Swift	Look What You Made Me Do	0
39	40	Ed Sheeran	Castle on the Hill	0
40	41	Machine Gun Kelly and Camila Cabello	Bad Things	0
41	42	The Chainsmokers	Paris	0
42	43	Ariana Grande featuring Nicki Minaj	Side to Side	0
43	44	Clean Bandit featuring Sean Paul and Anne-Marie	Rockabye	0
44	45	Portugal. The Man	Feel It Still	0
45	46	DJ Snake featuring Justin Bieber	Let Me Love You	0
46	47	Demi Lovato	Sorry Not Sorry	0
47	48	21 Savage	Bank Account	0
48	49	Justin Timberlake	Can't Stop the Feeling!	0
49	50	J Balvin and Willy William featuring Beyoncé	Mi Gente	0
50	51	Imagine Dragons	Thunder	0
51	52	Migos	T-Shirt	0
52	53	Yo Gotti featuring Nicki Minaj	Rake It Up	0
53	54	Shawn Mendes	Mercy	0
54	55	Kodak Black	Tunnel Vision	0
55	56	Post Malone featuring 21 Savage	Rockstar	0
56	57	Brett Young	In Case You Didn't Know	0
57	58	Twenty One Pilots	Heathens	0
58	59	Halsey	Now or Never	0
59	60	Aminé	Caroline	0
60	61	Ayo & Teo	Rolex	0
61	62	Kendrick Lamar	DNA	0
62	63	Zay Hilfigerrr & Zayion McCall	Juju on That Beat (TZ Anthem)	0
63	64	Rae Sremmurd	Swang	0
64	65	Drake	Passionfruit	0
65	66	Kendrick Lamar featuring Rihanna	Loyalty	0
66	67	Kesha	Praying	0
67	68	Travis Scott	Goosebumps	0
68	69	Maroon 5 featuring Future	Cold	0
69	70	DRAM featuring Lil Yachty	Broccoli	0
70	71	Calvin Harris featuring Frank Ocean and Migos	Slide	0
71	72	Kane Brown featuring Lauren Alaina	What Ifs	0
72	73	Katy Perry featuring Skip Marley	Chained to the Rhythm	0
73	74	Calvin Harris featuring Pharrell Williams, Katy Perry and Big Sean	Feels	0
74	75	Jon Bellion	All Time Low	0
75	76	Luke Combs	Hurricane	0
76	77	Sam Smith	Too Good at Goodbyes	0
77	78	Khalid	Young Dumb & Broke	0
78	79	Playboi Carti	Magnolia	0
79	80	SZA featuring Travis Scott	Love Galore	0
80	81	A Boogie wit da Hoodie featuring Kodak Black	Drowning	0
81	82	Hailee Steinfeld and Grey featuring Zedd	Starving	0
82	83	Gucci Mane featuring Drake	Both	0
83	84	Pink	What About Us	0
84	85	Jason Derulo featuring Nicki Minaj and Ty Dolla Sign	Swalla	0
85	86	Migos featuring Gucci Mane	Slippery	0
86	87	Harry Styles	Sign of the Times	0
87	88	Adele	Water Under the Bridge	0
88	89	Miley Cyrus	Malibu	0
89	90	Marian Hill	Down	0
90	91	Cheat Codes featuring Demi Lovato	No Promises	0
91	92	Shawn Mendes	Treat You Better	0
92	93	Gucci Mane featuring Migos	I Get the Bag	0
93	94	Dustin Lynch	Small Town Boy	0
94	95	YFN Lucci featuring PnB Rock	Everyday We Lit	0
95	96	Camila Cabello featuring Young Thug	Havana	0
96	97	Maroon 5 featuring SZA	What Lovers Do	0
97	98	Blackbear	Do Re Mi	0
98	99	XXXTentacion	Look at Me!	0
99	100	Keith Urban featuring Carrie Underwood	The Fighter	0
